person_id,why_are_pid,prob_machine_generated,n_tokens,glimpse_criterion
US:123091793,I don't really know if I'm a republican or not. I might lean more libertarian. But I know I'm not a democrat. At least not like the current democrats. They seem to me to be completely evil at this point. I want small a government.,0.56,55,-1.0552887367933468
US:1102136,freedom,0.26,2,-3.6062095698762087
US:1359371,"I believe the Constitution should be followed as written. Government must provide for defense, and public safety first and foremost. The federal government should be run by elected officials and not bureaucrats. Our system has become upside down with the federal government trying to manage responsibilities the states have like Education. I see the Republicans as the best hope for a reset that will allow our republic to flourish as the founders intended.",0.35,79,-2.436507074591256
US:943741,Democrats are not so limiting in their thinking,0.29,8,-3.0181410243291915
US:189274897,It is a false choice,0.66,5,-0.48317692802282103
US:158960125,I vote for the person and policies rather than for a party.,0.38,13,-2.187364740030427
US:102839849,We share the same views of what the people want and need for this country,0.57,15,-0.9927818951185285
US:195262067,"Republican values are at the core of morality and decency in this country. While democrats sink into the depths of depravity and insanity, Republicans hold fast to maintaining a strong country with its conservative values.",0.36,40,-2.369548131044987
US:41032485,"The values of the Democratic party most closely match my own. Especially in the past 10 years. I was not previously a strongly partisan person and I probably even have some conservative views, but the Republican party is just a nativist, sadistic, and increasingly dumb cult of personality now.",0.46,58,-1.6227081094529159
US:156842107,"I believe both parties have sound ideas and ridiculous ideas. If we take the good ideas from each side and work together, the country wins.",0.47,28,-1.5789791968011126
US:166371393,Why do we have a felon for a president. Why don't they ban plastic with,0.24,17,-3.915897164529384
US:124080699,I believe in freedoms and am pro life,0.32,8,-2.7069227339184927
US:41547707,because,0.28,1,-6.9475831977826035
US:1935297,Democrats are turning us into a third world country with progressive policies.,0.4,13,-2.0212847405912693
US:30068005,"Democrats want equality and empathy for citizens, civil rights for minorities.",0.22,13,-4.465601101710945
US:2804330,Always been DEmocrat and always be.,0.23,9,-4.144700990534946
US:177093455,I was raised by my family to be a Republican,0.76,10,0.049753031378362636
US:1501403,I believe in all people being given the same freedoms and opportunity to live a good life. The republican party is out of control and this country is in serious trouble.,0.72,33,-0.17193504920701008
US:275756,"Smaller government, enforce law and order, America first.",0.26,12,-3.5195046483368677
US:130708761,I believe people are inherently good,0.84,6,0.5246182866974048
US:200686411,"I believe in capitolism, not socialism, closed borders, reduction of DEI, no taxes on social security or tips, and a stroger military force.",0.22,33,-4.900974000601131
US:538786,Because the Democrats have lost reality,0.22,6,-4.934722798229322
US:35666383,At this time I am opposed to the large majority of Trumps decisions.,0.3,15,-2.9459237468519923
US:4382029,"More governmental spending for PEOPLE, less concern about CORPORATIONS.",0.24,12,-6.299621508095867
US:40375925,"They are much more aligned with my view of how the world should be, but are not far enough left.",0.63,22,-0.656337786822495
US:43898656,better policies for the most people,0.22,6,-4.573037778455032
US:175587291,The party is more pro non-rich people than the GOP.,0.29,12,-3.0345601864121874
US:165842269,I believe in a small efficient government,0.56,7,-1.0089263639450863
US:28229196,Because the Republicans are anti-democracy and are the Party of Hate,0.29,13,-3.005514612853505
US:188327427,Just like to be,0.31,4,-2.828976129604455
US:186634117,"Bc I'm not woke or crazy. I believe in God, family, education and kindness.",0.4,20,-2.0506197972163993
US:1172203,The majority of opinions held by Republicans are also held by me,0.4,12,-2.054055130663007
US:188346431,"Simply put, Democrats are focused on helping the general citizenry.",0.36,13,-2.307589816673347
US:35378627,their viewpoint are closer to mine and they listen more often to what the people are saying.,0.23,18,-4.275152571604455
US:193576649,"Because I believe in equality for all people, not just some.",0.43,13,-1.813840446088317
US:1527772,"They are the closest to common sense, the Democrat party has zero common sense.",0.44,16,-1.741973213455141
US:171703385,Their views more closely align with mine especially when it comes to social issues.,0.4,15,-2.0414792323158775
US:25922908,I believe in the 2 nd amendment to the constitution.Democrats have moved way too far into liberal ideology,0.31,22,-2.875893161914165
US:2015244,"I want to help everyone have a better life, not just myself and the people close to me.",0.79,20,0.2046676041934151
US:140080403,"Though the Democratic party is weak and has little to offer, the Republican party is hellbent on establishing a dictatorship.",0.76,24,0.057230835505236916
US:166616069,Their policies more closely reflect my personal beliefs than Democrats.,0.27,11,-3.3825860460145307
US:170337549,"The alternative is horrible (now, though it wasn't always that way)",0.34,15,-2.4871150977871523
US:27532748,"Because Democrats support stupid progressive Socialist/Communist ideas like DEI, and Transgenderism.",0.23,19,-5.965880981271252
US:4171766,Democrats are for everything I am against.,0.37,8,-2.284006283184786
US:994051,The parties are corrupt and do not represent their constituents. They represent corporate interests.,0.61,16,-0.7824247725891121
