person_id,why_think_pid_with_when,prob_machine_generated,n_tokens,glimpse_criterion
US:103721945,"The Democrats believe too many decisions should be arbitrated by government and spend too much on government programs. The Republicans interfere too much with bodily autonomy and personal choices. As a Libertarian, I believe the legitimate role of government is to protect its citizens' individual rights; not to expand government programs that interfere with the free market, mandate what products we can or cannot buy, or impose morality upon us. Neither the Democratic Party nor the Republican Party seems to understand this view.",0.27,93,-3.3377832061345143
US:3130151,I like both sides sometimes,0.23,5,-4.127950388620169
US:32918773,"Because I believe in Conservative values (God, Family, Freedom), and I think these are being threatened and trampled on. I believe in getting the Illegals OUT.",0.28,35,-3.1781985142618825
US:186621633,civil rights,0.22,2,-4.971132604908896
US:39048954,Because I have empathy for the hardships of other people,0.44,10,-1.7620681173402162
US:66632,Neither party serves the interest of the people. They only say what people want to hear to fit their agenda and they don’t care after they’re elected.,0.36,31,-2.3338034084468435
US:29530642,Because I care about freedom and equality for all.,0.36,10,-2.325482763413562
US:1949377,See above.,0.38,3,-2.1971196288723864
US:39557335,I consider myself a Democrat because I believe in helping all people not just giving tax breaks to the wealthy. I believe in strong regulations of industry and conservation and not extraction of resources.,0.49,36,-1.4100263484152864
US:31964728,"i mostly agree with the republicans on financial issues, and closer to democrats on social issues.",0.39,20,-2.0963505315199114
US:2667942,I agree with Republican views on most issues and not with Democrat views,0.36,13,-2.331074880913366
US:27237740,Republicans have become fascist; there are no conservatives; Democrats cannot distinguish between individual preference and the common weal; all parties are driven by money,0.22,28,-4.855634237398296
US:2021442,I’m a very liberal person,0.82,6,0.4416579441470591
US:38244,They are more inline with my beliefs and policies,0.3,9,-2.947264366397536
US:111905477,"Mostly because Democratic party hasn’t been able to offer better choice of candidates running for president. And, Also don’t agree with much of their ideology.",0.28,31,-3.129137232073351
US:103713921,Cause I hate Trump and his girlfriend Musk,0.38,8,-7.95484518040759
US:34794260,They're not fascists,0.24,5,-3.9003832593088474
US:850880,I feel like Democrats fight for people like me,0.28,9,-3.129522928443606
US:141644113,The ethos of the policies aligns most closely with my beliefs,0.31,12,-2.8177106862714445
US:125424141,I thought that i agreed with the Republican views. I don't agree with the MAGA republicans at all.,0.26,23,-3.4996270017126214
US:2216949,The Democratic Party does things that fit my own beliefs.,0.3,11,-2.9162356890530408
US:38438684,I believe in the Constitution and the order of law.,0.65,11,-0.5358600198198278
US:41081489,Republican platforms most closely match my beliefs/ethiscs/morality,0.33,14,-7.57809691471811
US:3663484,My views align more with the views of the Republican Party.,0.72,12,-0.16811245709040237
US:1637516,When the DNC went nuts.,0.22,6,-5.575419368110352
US:256606,"Because Democrats are for the interests of regular people, support civil rights and liberties, and support the elderly and those in need of healthcare.",0.27,27,-3.3281944368783347
US:142393875,See above.,0.38,3,-2.1971196288723864
US:116826173,I agree what most Republicans do is right,0.22,8,-4.735450999665744
US:3262991,More aligned with my values and beliefs,0.45,7,-1.686998439008551
US:41198195,liberalism,0.44,3,-1.744428529508883
US:194043899,"Because Human Rights are not “political”. Because the GOP is no longer the Republican Party I grew up with. Hate, racism, money, and power is the only thing that motivates them. They are cowards and lemmings. I place myself very far from the MAGA movement.",0.3,59,-2.904462222040977
US:45807896,"I and my family always have been and will continue,it's about democracy...!",0.28,16,-7.0283422801900475
US:136215923,"I was a registered republican, and voted for Reagan. During his administration, I saw how things started to unravel policy wise during that era. I've either been a registered Democrat or an independent ever since.",0.34,41,-2.4758103402942586
US:162090615,"I am conservative, and proud of family values.",0.28,10,-3.1786186790496673
US:192432061,I feel like I'm for all the people,0.36,9,-2.3293191575395458
US:134848835,Because Democrats care about the rights of the people,0.34,9,-2.5518394676395473
US:174484855,Because my personal values align more closely with the Democratic Party. I actually care about other people and the planet,0.48,21,-1.4986465235313764
US:26468460,Values better align with mine,0.22,5,-5.37646935305752
US:151466945,I have believed for some time that our political parties do not represent a real choice. A Gore Vidal quote comes to mind: The Republican and Democratic wings of the Business Party.,0.28,36,-3.1934654706854464
US:533809,I was Democrat but previous election changed my vote,0.22,9,-5.392272863769284
US:28131974,Can't trust either,0.22,4,-4.650726954967159
US:181617991,I want smaller government and a balanced budget,0.27,8,-3.40368281044603
US:107539741,I don’t know,0.83,4,0.46175977550999014
US:31653930,Because its important to be a free thinker. And both parties are flawed.,0.36,15,-2.3378359386957914
US:207465037,"The republican party has become a fascist party, and I want no part of that!",0.68,17,-0.3895813025635889
US:4718732,"I live in the real world, I am not a hateful person and I believe in fairness all things republicans believe in and democrats don't.",0.33,30,-2.6517975658453383
US:185171301,Right now I'm more an Independent,0.22,7,-4.964778373066418
US:2251828,Because I can't think of myself as a Republican,0.31,10,-2.856896469942048
US:3402296,As of now some of their beliefs fall in line with what I believe in.,0.32,16,-2.748093844754067
US:186805639,Because I’m black,0.3,4,-2.940036908089454
US:169156455,It's something I can't keep up with nor want to debate with anyone,0.3,15,-2.932251705923483
US:2644915,There is no longer any such thing as the democrat party. They have allowed themselves to be completely dominated by marxist / socialist / communist agents that have sworn to end our Representative Republic. They are my sworn enemies. I took an oath when I was 17 and I do not recall them saying anything about any expiration date for that oath. These people want to destroy my way of life. I cannot allow that. As far as I am concerned every fucking one of those lefty bastards can go straight to Hell and spend eternity sucking the Devil's cock.,0.29,113,-3.0697553907692314
US:3348395,"Because I am conservative, believe in God Given and family values and am not a radical.",0.25,18,-3.7692776008000175
