person_id,why_moved_to_current_state,prob_machine_generated,n_tokens,glimpse_criterion
US:137424539,"Done with college, parents lived here",0.24,7,-6.288667802283293
US:38102115,It's where I was born,0.53,6,-1.1925463501784455
US:170673155,Husband's job,0.39,4,-2.0560802122977506
US:569257,Work,0.44,1,-1.709566926274204
US:4701255,Suburban life,0.57,3,-0.9762781784527147
US:41686575,"lower cost of living, relative lives here",0.23,8,-5.8319142208096135
US:39217740,Father lost his job in Ca so we came back to the family farm,0.29,14,-2.999303733752909
US:39510773,I was born in West Virginia.,0.89,7,0.9936004699412494
US:181817481,To attend graduate school,0.26,4,-3.5589889193676325
US:27525478,"I preferred to live here, and most of my friends and relatives were here",0.67,15,-0.42977158969054724
US:33399698,Born here,0.24,2,-6.211084609295849
US:2291102,Educational opportunity,0.35,3,-2.45558895549671
US:46110889,Moved back,0.22,2,-4.888604432079003
US:191849051,Help out family with childcare,0.22,5,-5.6745960023870845
US:1040733,Family had moved so moved to be closer and better off.,0.22,12,-5.0306547812291145
US:128639427,Support my wife's family,0.24,5,-4.055961699781364
US:39288635,Family,0.25,1,-3.7675180728671025
US:190172055,Sun,0.29,1,-3.1189722675909572
US:165708959,to be closer to family.,0.34,6,-2.543311417261324
US:527742,work,0.23,1,-5.758092195569234
US:203667,Parents,0.22,1,-5.272819317914015
US:181373543,Parents were from MO and moved back,0.27,7,-6.787316795059593
US:2122913,Prince George's County,0.58,4,-0.9018211709584368
US:1829791,Employment,0.39,2,-2.104787896840956
US:3093940,sick of all of the conn. yuppie snobs,0.22,12,-5.417034990021246
US:39904585,Came as a child with parents and siblings,0.57,9,-0.9985785154048792
US:4599182,Born in Arkansas,0.32,3,-2.724949516358255
US:130916733,"came for college, never left",0.22,6,-5.365167129955553
US:40592883,"I am from here, I was moving back from a stay in Baltimore",0.28,14,-3.164391721243237
US:28812154,take over family farm,0.22,4,-5.033063771124823
US:141933759,Weather,0.28,1,-3.250849411559235
US:29880362,to save money and to retire in a warmer climate,0.33,10,-2.6071333470483986
US:29445403,Job opportunity,0.26,2,-3.5106980414946056
US:4629112,My family moved from Mexico to California to seek a better life.,0.76,13,0.03993051392492948
US:174264957,Dad in military,0.29,4,-3.078031412855404
US:2541917,Job,0.33,1,-2.6298001581011357
US:157659989,For my wife and her mom,0.29,6,-3.125538498661514
US:44112586,Weather and Water,0.31,3,-2.8417461432022195
US:24849569,Family,0.25,1,-3.7675180728671025
US:24296028,Came home from college,0.38,5,-2.1963770537744463
US:168783063,My parents moved to Nebraska and I was just a baby.,0.55,12,-1.0888365051147408
US:195479159,More conservative and less expensive,0.4,5,-2.0054530823606296
US:741692,Job,0.33,1,-2.6298001581011357
US:35099635,personal reasons,0.29,2,-7.064975085602709
US:1053505,whim - kept traveling westward,0.3,7,-7.236563055060456
US:177669219,"Low taxes, less interference in my life by government and low cost of living.",0.43,16,-1.8395446765376795
US:129432527,My father died. So my mother moved us back to North Carolina.,0.42,14,-1.8982525728374726
US:34410982,born here,0.28,2,-7.017825511327215
US:138614005,Assignment,0.44,1,-1.7196014613045032
US:178894325,parents bought land,0.57,3,-9.20544760647083
US:36320918,Retirement,0.38,2,-2.21027587774901
US:103485521,My Father got a job transfer to another small airport.,0.23,11,-4.114592970213792
US:137748065,job,0.28,1,-6.973120537884909
US:28865908,Job,0.33,1,-2.6298001581011357
US:44547027,My parents did when I was 2 years old,0.4,10,-2.0333810540162585
US:41262339,"As a teenager, my parents moved to Florida and so I had to go with them.",0.8,18,0.3075021631269511
US:169013383,returning from college out-of-state,0.23,7,-4.111515680912893
US:22013318,School,0.27,1,-3.413737255616781
US:40498402,I was born here,0.62,4,-0.738409544674931
US:28875780,Mom & dad moved us to Florida when my sister & I were young,0.3,14,-2.9620894453860442
US:25216084,I was born in ny I only answered I left for a year. Get your questions straight,0.22,18,-4.641841491067456
US:1964367,The weather,0.69,2,-0.36522770784119535
US:4375822,Jobs,0.22,1,-4.661945782885834
US:39435551,My parents moved back after military service,0.22,7,-4.873978029274042
US:34349829,I was born in New Jersey,0.9,6,1.0069824027967966
US:1557529,Work,0.44,1,-1.709566926274204
US:205201651,Visit,0.24,1,-3.9541046186046245
US:2463677,parents moved,0.82,2,-10.584820486213298
US:110342771,new job,0.22,2,-5.218849479791115
US:174811825,I was born in Louisiana,0.78,5,0.14822208052364438
US:171427105,Family lives here and I was in my early 20s at the time so I wanted to pursue my dream of becoming a hip hop artist in la. That didn't pan out,0.26,36,-3.449351936921868
US:176867637,Education,0.26,1,-3.4734527437099536
US:27659037,My family is from here,0.53,5,-1.1945420946265042
US:188851381,Better,0.23,1,-4.297954618889495
US:34434658,my parents moved,0.22,3,-4.498558148383401
US:3737489,family,0.39,1,-8.061827286318932
US:186143077,"Weather, family, work",0.34,5,-2.5448733577278726
US:3576302,Graduate School,0.36,3,-2.3309188717749127
US:4494446,Born here,0.24,2,-6.211084609295849
US:199812289,Nashua,0.54,3,-1.13211689165396
US:24948070,relatives,0.26,2,-6.644510346384005
US:145429361,Better place to raise kids,0.26,5,-3.564234933171676
US:129511861,Job waiting in Florida,0.22,4,-4.761576618092317
US:40637985,college,0.38,1,-8.01762236337824
US:184756041,Moved back,0.22,2,-4.888604432079003
US:101110507,For love of a man,0.4,5,-1.9989735889463145
US:1457123,Safe harbor,0.22,2,-4.956014914779832
US:22650534,Always wanted to live in NYC,0.35,6,-2.4368492859523
US:118683655,Husband got a job here,0.29,6,-3.1165341001901243
US:34121735,Job,0.33,1,-2.6298001581011357
US:41029865,For a job,0.44,3,-1.7650648211858004
US:132901419,Job opportunity,0.26,2,-3.5106980414946056
US:1555985,"Relatives, Work & Weather",0.23,6,-4.445807953699721
US:161819797,My parents moved here,0.35,4,-2.3934872312132685
US:3053506,I like the cival and human rights protected by our governing body.,0.29,14,-3.0832543123826928
US:104878917,To be closer to family,0.31,5,-2.7828602354045757
US:2895306,I was born here,0.62,4,-0.738409544674931
US:107840991,Born in Tennessee just across the border. Residence was in Georgia.,0.22,13,-4.475791254661078
US:1613146,Job change,0.22,2,-4.9641791863986064
US:40927400,Father's job,0.26,3,-3.542939728304205
US:329920,"For employment, education, and personal growth.",0.41,9,-1.9214292270316884
US:206856767,My father got cancer,0.3,4,-2.942112949677003
US:167097995,Family,0.25,1,-3.7675180728671025
US:167907833,my parents got divorced and went to live my dad,0.28,10,-3.1355336069156756
US:4680467,I was born here. I moved back here because I hated WV,0.24,13,-3.9828694040355863
US:201409899,Purchase a home,0.46,3,-1.6325515434487423
US:171894859,"I was born in Virginia, went away for 8 years for school and work, and came back in 2021.",0.4,25,-1.9863702702193136
US:394909,I moved back home to Kansas from New Mexico. New Mexico has fallen under leftist control. I had no desire to live out my last years in that political environment.,0.32,33,-2.7575461153665146
US:32322739,Job,0.33,1,-2.6298001581011357
US:39355415,TO HELP FAMILY,0.23,3,-5.840755711357439
US:101148325,Born,0.23,1,-4.273463638025494
US:31805086,It's where I'm from,0.53,6,-1.2272845572874418
US:1766805,Family home,0.22,2,-4.883349411579849
US:22195875,job and family,0.22,3,-4.691973238535912
US:166901911,Born in Texas,0.42,3,-1.90403367102602
US:187587997,Job opportunity,0.26,2,-3.5106980414946056
US:140252657,we purposefully left California because of family issues and Montana is where we had friends and a job offer,0.24,20,-3.874414062256512
US:2166330,To take a new job,0.51,5,-1.314235884551716
US:173035613,For the lifestyle and climate,0.25,5,-3.745095532176972
US:24653070,work,0.23,1,-5.758092195569234
US:193461303,It is home,0.37,3,-2.2111477519505702
US:202328,returning after retirement from the military,0.26,7,-3.4434062393267766
US:27005671,job,0.28,1,-6.973120537884909
US:4081090,Born in Maine,0.33,3,-2.6442638673237115
US:152478693,Born here,0.24,2,-6.211084609295849
US:42716313,Moved with brother to help,0.22,5,-5.203877072752979
US:147130813,Where I'm from,0.58,4,-0.9401844969866304
US:44211633,Parents retired here.,0.65,4,-9.590750776871655
US:28884717,Por la economía,0.22,4,-5.526625079450563
US:185716513,escape Commifornia,0.99,3,-12.873558795835233
US:43920065,work,0.23,1,-5.758092195569234
US:390955,graduated law school,0.22,4,-4.527833333406703
US:28833403,Dad was sick,0.37,4,-2.2689699660590676
US:187106699,To be closer to aging family.,0.22,7,-5.701524329404564
US:615682,originally from MI and did not like living in IL,0.25,11,-3.7646626675860926
US:137845639,Health,0.31,1,-2.8711094562839894
US:3623801,Parents moved back. They were from Texas. Had to come back and take care of elderly parents,0.27,19,-3.4101163304767987
US:141640345,Live with daughter,0.27,3,-6.772850861148899
US:102152019,Where we lived in Phila was getting terrible.,0.22,10,-4.661908483607892
US:45563697,New Job,0.38,2,-2.1373044445082394
US:190002287,Born here.,0.22,3,-5.684750817140806
US:743188,My parents moved there,0.24,4,-3.8879175804032395
US:42360642,Retirement potential,0.22,3,-5.064752306034732
US:1199865,father retired from the military,0.23,5,-4.0934597832674235
US:2548810,Financial,0.28,1,-3.2533968874400494
US:131928831,"democratic politics, high prices and incontrollable, immigration unchecked",0.24,13,-6.21413194669169
US:3089333,Family was here already,0.26,4,-6.637678433804599
US:26573549,Family,0.25,1,-3.7675180728671025
US:144221315,College,0.25,1,-3.653671016954066
US:193925995,My daughters live here.,0.23,5,-4.162202552152485
US:2092909,Job related,0.22,2,-4.790726612953428
US:25956310,to get away from Massachusetts and it's ridiculous taxes,0.31,10,-2.8360662635235676
US:140205799,Parents moved us,0.3,3,-7.264670671248943
US:39955183,Cheaper housing,0.29,3,-3.036464778847733
US:182697115,"Was living in California, moved in with a friend in Florida, pay no rent.",0.35,17,-2.4229521896010686
US:4378680,i couldnt afford houses in other surrounding states,0.22,9,-5.538458246226036
US:134730625,To get away from.my family tree in Jersey!,0.43,10,-8.35695535149603
US:184078443,I grew up here. I love CA.,0.32,9,-2.7505067280881272
US:203742597,Family,0.25,1,-3.7675180728671025
US:43911819,Marriage,0.38,2,-2.145412607267349
US:142741829,Returned to the U.S. from Nigeria.,0.4,9,-2.053294458765965
US:113824861,Family,0.25,1,-3.7675180728671025
US:15636,To watch NBA,0.24,3,-4.023666573856983
US:620632,I wanted to be near my parents.,0.53,8,-1.1981173311613633
US:2771375,Work,0.44,1,-1.709566926274204
US:4258213,job offer for parent.,0.22,5,-5.491504681548057
US:2350912,Parents wanted to return home,0.23,5,-4.164324128907498
US:125956753,came with my parents,0.23,4,-4.2746910044027215
US:198089889,Wotk,0.29,3,-3.001523014952878
US:38512135,For my partner,0.29,3,-3.0199224195846197
US:185352507,Home,0.3,1,-2.993164674738649
US:23539821,"retired from law enforcement, and wanted to get into gaming, and warmer weather",0.25,16,-3.6119426280649303
US:38069276,Stationed at Washington’s McChord Air Force Base,0.34,11,-2.5363495009203962
US:130916841,Home State,0.23,2,-4.380967805716797
US:763244,work,0.23,1,-5.758092195569234
US:39930423,my dad's job,0.26,4,-3.4650668903836905
US:32203588,To care for my mother,0.37,5,-2.2708724206953006
US:192471837,FAMILY SITUATION,0.44,5,-1.7640522509844498
US:182845389,End of job,0.31,3,-2.873809739504235
US:2211152,Job,0.33,1,-2.6298001581011357
US:40357645,I was born and raised in California except for 3 years in military service and then I came back,0.46,20,-1.600831968766275
US:25583907,good life,0.23,2,-6.0057621244186965
US:183414843,Job,0.33,1,-2.6298001581011357
US:40781251,Military,0.23,1,-4.3068628575084205
US:138462631,Personal,0.4,1,-2.0262214324867878
US:35895940,"Economic, political, and religious reasons",0.68,8,-0.40228248824282486
US:190137741,Not my choice,0.27,3,-3.3979387774111225
US:146042971,Became a widow. Family in Florida,0.24,9,-3.825074659829454
US:195218269,"I was born in North Carolina, moved away after graduate school.",0.43,13,-1.8257472000804496
US:181100699,For family,0.22,2,-4.882250717857023
US:911587,Good Women's community in Asheville,0.32,6,-7.399483451302269
US:187420869,Was only place i could have a roof over my head,0.25,11,-3.8048451297698858
US:2774759,"retired, moved to be by childern",0.23,9,-5.9484746920262905
US:147272223,Father took a job in New Hampshire.,0.34,8,-2.491247238786856
US:1968713,Couldn't afford to retire in Illinois.,0.22,8,-4.877209847124579
US:135284395,College,0.25,1,-3.653671016954066
US:35053000,For a better job.,0.34,5,-2.518314693925136
US:123091793,my fathers job,0.24,3,-6.139955872336825
US:1102136,Dover Ar Force Base,0.22,5,-5.117133011537994
US:1267464,Parents moved there,0.4,3,-8.1402482472243
US:1359371,weather We were done with snow and ice as well as winter gloomy days,0.22,15,-4.615934553193237
US:1786649,To get out of California and also move closer to family. Near retirement and this is where we wanted to live after retirement.,0.28,25,-3.2238722040088494
US:145078305,College,0.25,1,-3.653671016954066
US:41404730,I was born and raised in Tennessee. I only moved when my husband was in the military and moved back 6 months later because he had to do a tour of active duty.,0.45,36,-1.6762966748781243
US:943741,husband's employment,0.22,4,-5.357592152634185
US:2558132,followed my children who came for work opportunities,0.24,9,-6.1582132575696615
US:189274897,Fathers health,0.22,3,-5.550709036877792
US:1628172,Mom moved us,0.22,3,-5.565916171863011
US:152621951,Work,0.44,1,-1.709566926274204
US:158960125,My job,0.69,2,-0.3335796782780951
US:2761160,Military assignment,0.31,2,-7.30709935355629
US:1372845,It was where I wanted to settle down,0.31,8,-2.8403516826267916
US:1423633,father is from Kentucky,0.22,4,-5.185622400405135
US:40966639,To be close to aging parents,0.27,6,-3.392057881220363
US:1565345,Retired,0.36,2,-2.3629177271358044
US:102839849,New change,0.24,2,-3.856581008962406
US:23876769,Wanted rural lifestyle near the mountains,0.23,7,-4.283953791500751
US:142885003,Born here,0.24,2,-6.211084609295849
US:195262067,Job opportunity,0.26,2,-3.5106980414946056
US:41032485,I was born here.,0.64,5,-0.6347928988493824
US:747945,for work,0.23,2,-5.750939931528807
US:2261021,I was born there,0.4,4,-1.9908437918705264
US:172752341,Was born here.,0.22,4,-5.058588438882611
US:122431887,better opportunityp,0.58,3,-9.243860305698671
US:1726969,My parents wanted to be back where my mom was from,0.36,11,-2.3694393892128343
US:595780,Virgina,0.32,3,-2.759950076397751
US:29695673,JOB,0.22,1,-5.15629044494204
US:145153087,I've always lived in Maine except for three random years in Connecticut and four years in New York State for college.t,0.22,23,-5.072587933166777
US:45871745,"Hate cold, high taxes and jobs offered the opportunity.",0.28,12,-7.024191631466216
US:166371393,Someplace to go,0.5,4,-1.3806504060441387
US:160431337,I was born here. Served in the military in Kansas for about a half of a year.,0.4,20,-2.0445495745735633
US:28264345,to try something different,0.31,4,-2.8428324765025863
US:1065644,Home state,0.22,2,-5.132037758707222
US:41547707,I moved back to reclaim my house.,0.34,8,-2.5190873795674813
US:206160115,Spouse’s work,0.25,4,-3.73695559512863
US:3179729,"Job, close to family",0.23,5,-4.286785264189731
US:1935297,Born Here,0.24,2,-6.325012158566046
US:30068005,My home,0.44,2,-1.7148908179055762
US:129248607,Job transfer,0.23,2,-5.710488293819559
