person_id,why_are_pid
US:2581136,Because Democrats are Communists!!!! They Do not like America. They steal from the people!
US:40374740,Republicans are monsters.
US:132634525,"I believe in responsibility, financial freedom, government represents people, they don't tell people what to do or support us financially. I believe in the founding laws of our government. I think you grt what you work for and shouldn't have to pay for other people who don't. I believe in charity, not being forced to give my money to others."
US:39614495,Progressive ideology
US:104095285,I share similar political views as Democrats. Being part of middle class and having immigrant parents makes me feel closer to the democratic party
US:4739345,My thoughts and beliefs align with the Republican favor
US:3746,Correct vs. Wrong. If the Dems had good policies I would be open. Unfortunately they don't at.this time.
US:23099697,"I believe that our Constitution is what makes America great and Americans free from oppressive government control. It is the Republican Party that has always supported the Constitution, fought to maintain control by the people at the local state government, and restricting Federal growth and control beyond what is stated in the Constitution."
US:182232419,"Because I believe in the American values of freedom of speech, sexuality, and believe and that immigration is a good thing for our country. I'm also a democrat to help fight against the rise of fascism lead by Trump and his MAGA movement"
US:128941635,Because I feel the Democratic Party has changed immensely from what it was created in the beginning. I greatly trust the Republicans to get major issues in the United States under control.
