person_id,why_think_pid
US:3954498,The Republican Party has a lot of Candidates that are very good Politicians and some not so good. I'm used to voting as a Republican for most of my life.
US:116837431,They both have ideologies I don’t agree with
US:172915075,Democratic all the way
US:3784523,"Because I believe in their policies and we should have rights on many things, not be taken away and enslaved like the republicans want us to be."
US:171176807,I vote based on how close tropics are tighrd to hi
US:194013313,Hearing people opinions
US:26614192,My values align with older republicans.
US:109296649,To be honest I really don't know
US:1483356,There are allot of things I DO NOT agree with on both sides
US:162912173,the GOP has the heads up the orange ones ass they all have become nazis thay have taken this county back to the 1930's have you read the 2025 project we are doomed they are re writing the constitution
US:190888743,better views for the people
US:28493240,I don’t trust neither party and they are not for the people
US:164418645,"I think I am more aligned with the Democratic Party because all the Republican Party can do right now is whatever the President tells them to do. They do not have a will of their own. They are sycophants to the President, and I disagree with the direction the President is taking our nation."
